product_id,image_id
1,121062
1,122142
1,119847
1,123894
1,112748
2,122580
2,121937
3,120263
3,122040
3,108949
3,120489
4,110025
4,110616
4,111461
4,113102
5,111576
5,123827
5,113920
5,113390
5,123377
5,124069
6,108840
7,121725
7,121588
7,114557
7,124519
8,122285
8,113611
8,121912
8,122953
8,122117
8,112376
9,110542
9,120368
9,120050
9,122159
9,124007
9,112026
9,122463
10,121939
11,111542
11,122037
11,112187
11,122921
12,123139
12,120663
12,120216
12,110682
12,122256
12,111579
12,121810
13,122309
13,121123
14,112756
14,123180
14,114030
15,121846
15,114232
16,123859
16,112880
16,113690
16,122655
17,121571
17,113825
18,122651
18,121355
18,121891
18,120984
18,124327
19,112051
19,122517
19,110396
19,122912
19,122186
20,113074
20,114343
20,120493
20,120059
20,120129
20,122282
20,114317
21,111603
21,113795
21,114439
21,114645
22,124403
23,112066
23,121457
23,123775
24,111675
24,123588
24,122509
24,114312
24,121679
24,120279
25,121033
25,120964
25,121144
25,112571
26,206941
26,124335
26,121562
26,121500
27,114230
27,114331
27,123849
27,124143
27,111553
27,109185
27,113592
28,123605
28,123075
28,123435
28,124082
29,111875
29,110306
29,114239
29,110095
29,121613
30,122446
30,121406
30,110114
30,124031
30,122477
31,121046
31,121862
31,111730
31,109191
31,111808
31,109156
31,120811
32,124192
32,123667
32,123658
32,111983
32,119958
33,114611
34,121920
34,123994
34,110171
34,121999
35,112368
35,112121
36,120795
36,109304
36,110182
36,113218
36,120075
36,123910
36,121973
37,121980
37,112470
37,110275
37,114578
37,121503
38,123386
38,122922
38,120904
38,123512
38,121403
39,124182
39,121169
39,120289
39,114330
40,123087
40,111720
40,121309
40,119855
40,123185
40,113845
41,120136
41,114644
41,112345
41,114599
41,113145
41,110524
42,113116
42,111675
42,122026
42,113030
42,114613
42,112626
43,110504
44,113497
45,114205
45,110282
45,112201
45,123828
45,120295
45,120837
45,112085
46,120620
46,120239
46,121066
46,120806
46,113805
46,122371
47,113998
48,123154
48,124119
48,119862
48,113727
48,112089
48,120619
48,120574
49,114465
49,206900
49,123221
49,122067
50,110661
50,122016
50,110252
50,109166
51,121804
51,113067
51,109285
51,112801
51,109256
51,121524
51,121896
52,122755
52,124474
52,108867
52,112181
52,112182
53,120453
53,120848
53,112939
53,111863
53,121772
53,109263
53,114570
54,121382
54,206906
54,121908
54,111406
54,123113
55,120095
56,110053
56,121652
57,110150
57,121570
57,120964
58,112763
58,108975
58,123245
58,112770
58,121318
58,122306
58,113228
59,120916
59,111587
59,113039
59,123979
60,113428
60,123038
61,121080
61,124435
61,111695
61,112683
61,120968
61,122897
62,120524
62,113857
62,123128
62,114441
62,120751
62,113881
63,110191
63,112855
63,113221
64,114079
64,111711
65,122456
65,122823
65,122554
65,124528
66,112796
67,121063
67,120154
68,123067
68,119899
68,123528
68,111616
68,111776
68,114051
69,121425
69,121817
69,113377
69,124438
69,206943
69,121752
69,113409
70,119855
70,111895
70,123463
70,206945
70,108986
71,112262
72,113835
72,111575
72,112832
72,120027
72,121464
72,112123
72,111825
73,121714
73,123860
74,120924
74,124282
74,122095
74,121871
74,120683
74,113602
75,113877
75,124423
75,206955
75,112913
75,122950
75,113678
75,114677
76,112131
76,108847
76,114107
76,113263
76,110643
76,123816
77,122091
77,110017
77,110500
78,124297
78,114308
78,112295
78,122219
78,112062
79,120167
79,112062
79,122363
79,122913
79,123975
79,114755
79,120996
80,206940
80,112959
80,123101
80,124197
80,113200
81,121418
81,113576
81,123308
81,123757
81,120799
82,111891
82,124348
82,112291
82,111989
83,123765
83,123993
83,121872
83,124354
83,111823
83,120617
84,123813
84,114202
84,120712
85,114670
85,121282
85,113459
85,122694
85,110297
86,112619
86,120325
87,121031
87,121264
87,112473
87,112453
87,114209
87,112733
87,121368
88,113468
88,110270
88,110355
88,114312
88,110441
88,124545
88,124538
89,121011
89,113959
90,120268
90,123092
90,119963
91,123416
91,122569
91,112375
91,109037
92,113351
92,123717
93,112373
93,114331
93,114729
94,112117
94,114494
95,114244
95,122113
95,114610
95,122052
95,113040
95,121883
95,121009
96,112627
97,124260
97,109263
97,110446
98,114133
98,108843
98,112427
98,123797
98,114070
98,113229
98,122342
99,113900
99,124297
99,113676
99,122835
99,124194
100,113874
100,120221
100,110371
100,113907
100,121655
100,113829
100,110299
101,123939
102,110252
102,112819
102,113227
103,121885
103,121005
103,123809
103,121669
103,110453
103,121428
103,112180
104,121610
104,111840
104,120887
104,113275
104,119929
104,122355
105,123079
105,111783
106,113386
106,121943
106,112198
106,112831
106,121181
107,123145
107,120168
108,113440
108,120171
108,111537
108,122026
108,121150
108,122817
108,113270
109,120714
109,114346
109,122199
109,113969
110,114486
110,121587
110,114674
111,110495
111,123436
111,110271
111,120183
111,120663
112,120333
112,112991
112,113541
112,120635
112,123958
112,112266
112,113026
113,112966
113,110082
113,120993
113,112414
113,109295
113,111852
113,114521
114,123777
114,111760
114,112983
114,121332
114,122498
114,112538
114,112391
115,121113
115,111543
115,113915
115,122523
115,122385
116,120224
116,114732
116,114514
116,120060
116,121551
117,112201
117,114227
117,112302
117,121453
117,123751
118,108907
118,113124
118,112433
119,113634
119,113109
119,124143
119,108854
119,124022
119,110571
119,114786
120,122442
120,121009
121,123845
121,110544
121,122228
121,122675
122,114501
122,111659
122,122426
122,120725
122,113535
122,121058
122,110315
123,113866
123,120385
123,108994
123,121908
124,114081
124,121966
124,111441
124,112130
125,123349
125,111887
125,110233
126,112207
126,114477
127,113113
127,124302
128,121282
129,123931
129,113625
129,112067
129,112022
129,121966
130,112852
130,114422
131,114629
131,111853
131,110660
131,112415
131,110188
132,124455
132,112430
132,120753
132,124129
132,206919
132,114301
133,123720
133,112332
133,123988
133,124422
133,110505
133,111811
134,121865
134,120812
134,110541
134,122845
135,114508
136,123924
136,111613
136,113884
136,112871
136,120094
136,123365
136,114052
137,123213
137,111579
138,114351
138,120950
138,120010
138,114344
138,122852
138,121501
139,112588
140,121801
140,113283
140,122358
141,114550
142,109212
142,120064
142,111605
142,112949
142,110522
143,113791
143,122784
143,114688
144,110052
144,112925
144,113392
144,124463
144,113892
145,122417
146,110185
146,113267
146,114460
146,123133
146,112350
147,123377
147,124077
148,122261
148,121835
148,123555
148,123031
148,110665
148,120543
148,120056
149,120507
149,120902
149,112306
149,122090
149,122084
149,124115
149,113963
150,109086
150,121184
150,113738
150,113610
150,120254
150,123400
151,121239
152,110542
152,112603
152,121014
152,110589
152,120491
153,121747
153,112990
153,111535
153,108994
154,123376
154,124564
154,111642
154,122717
155,110665
155,123114
155,113412
155,124357
155,113144
155,120090
156,121319
156,123862
156,108898
156,113572
157,123368
157,123195
157,111407
157,111977
157,123762
157,119963
158,110579
158,113844
158,112671
158,108928
158,120578
159,113649
159,122688
159,112671
159,123662
159,112507
159,120905
160,120593
160,114109
160,111803
160,122878
160,110389
160,122270
160,111992
161,120703
162,113998
162,113722
162,123442
163,124441
163,110117
163,122159
164,122633
164,121729
164,124500
164,122320
164,119859
164,123491
164,124234
165,112571
165,121010
165,114442
165,124418
165,123311
165,122451
165,123859
166,108922
166,121450
166,113815
166,123205
166,113155
167,112761
167,122709
167,120419
167,122072
167,206987
168,109250
168,111624
168,114770
168,124383
169,122665
169,112019
169,113641
170,109017
170,124558
170,120867
170,122764
170,121963
170,119936
171,122326
171,121980
171,124223
171,121207
172,123012
173,121936
173,120208
173,112136
173,123812
173,122404
174,120190
174,114192
174,110297
174,120278
175,119941
175,122738
175,109275
175,109081
175,108855
175,113616
175,124047
176,113723
176,121069
176,123027
176,206897
177,114226
177,114076
177,122685
177,113347
178,206935
178,121923
178,113930
178,114631
178,114268
178,113845
179,113216
179,121608
179,124140
179,112695
179,112138
179,113785
180,120897
180,114350
180,109164
180,114016
180,110602
180,121972
181,110547
182,119962
182,119891
182,120619
182,110213
182,120133
183,120210
183,122045
184,113386
185,123185
185,206930
185,121501
185,122466
185,122193
185,123974
185,122310
186,111650
186,113903
187,112254
187,114404
187,112906
187,120338
187,113766
187,120556
188,121117
188,111846
188,109127
188,124435
189,123381
189,120153
189,120870
189,124023
189,122119
189,120305
190,121853
190,109303
190,114817
190,120187
190,121235
191,124189
191,111829
191,124301
191,111394
191,121600
192,122191
192,113118
193,112903
193,112339
193,123345
193,122763
193,112949
193,122423
194,123324
195,114333
195,108980
196,120986
196,110439
196,110208
197,114247
197,113498
197,206975
197,122541
197,120887
197,121467
197,111938
198,123776
198,112769
198,112844
198,110628
198,109067
199,113932
199,112776
199,122803
199,122914
199,114657
199,120299
199,112544
200,113536
200,109023
201,121314
201,111580
201,111436
202,120560
202,113378
202,113026
202,122658
202,121275
202,113531
203,111859
203,111746
203,113068
203,122820
204,114497
204,113696
204,112223
204,111649
205,120154
205,121380
205,112069
205,121235
206,122295
206,114217
206,112958
207,111820
208,110266
208,122848
208,113500
208,119864
208,112345
208,113509
208,120873
209,121620
209,122072
209,112134
209,120454
209,112436
209,120439
209,121525
210,112346
210,206983
211,120830
211,111456
211,120799
211,122437
211,112067
212,206904
213,113094
213,112545
213,206923
213,123830
213,111825
213,114309
213,111876
214,123769
214,122271
215,123763
215,110089
215,124153
216,120760
216,119897
216,112027
216,124054
216,114614
216,110419
217,114233
218,123969
218,121102
218,113044
218,122643
219,112917
219,114700
219,121384
219,120884
219,111478
220,120993
220,120439
221,112717
221,108948
221,113628
221,122032
221,120878
221,120461
221,110632
222,113881
223,120920
224,121555
224,112189
224,112669
224,123732
225,109091
225,123302
225,109065
225,121268
225,110094
226,113240
226,111950
226,121772
226,114121
226,122141
227,121913
227,111672
227,123577
227,124034
227,112686
227,113061
228,121742
228,120352
229,121204
230,120989
230,123121
230,122615
230,123936
231,112556
231,113434
231,124206
231,123740
231,124362
231,113732
231,112964
232,112407
232,114085
232,121345
232,121677
233,113977
234,110566
234,112929
234,121969
234,112702
235,119923
236,124194
237,110549
237,112071
237,120415
237,122740
237,113557
238,110117
238,122620
238,121828
238,110564
238,123627
238,123724
238,110251
239,114428
239,109139
239,122519
240,123470
240,120789
240,120513
240,121835
241,119878
241,113388
241,111787
241,120953
241,110438
242,120929
243,110248
243,111709
243,110393
243,110477
243,110166
243,123391
243,121323
244,121435
244,124602
244,109047
244,112853
244,113545
244,124594
244,109094
245,121052
246,124135
246,112293
246,122318
246,123057
246,122364
247,108892
247,122688
247,114670
247,108954
247,112436
247,110381
248,121077
248,124578
248,114838
248,120651
249,113025
250,120501
250,113132
250,123484
250,122966
250,111500
250,111476
250,121042
251,121717
251,113990
251,123840
251,121610
251,123473
251,111862
251,113262
252,114093
252,113547
252,123877
252,110688
253,114356
253,122010
253,121598
253,122391
253,123259
253,114268
254,113499
254,124301
254,121982
254,113514
254,111814
255,114628
255,120318
255,114450
255,121618
255,121451
255,121916
256,110092
256,110293
256,113312
256,121135
256,112855
257,121700
257,111832
257,113035
258,120232
258,122527
258,110175
258,119928
258,120191
259,109244
259,123103
260,113353
260,121489
260,113770
261,112869
262,108987
262,123105
263,122976
263,113557
263,111988
263,113605
264,109239
265,122137
265,122183
266,121694
266,110113
266,123165
267,122142
267,110472
267,124477
267,111821
267,114740
267,109272
268,123430
268,123894
268,112922
268,114105
268,206953
268,113500
268,112229
269,120930
269,110166
269,113401
269,112431
269,121602
269,109120
270,124355
270,111620
270,111876
270,123195
270,123050
270,110476
270,112562
271,111989
272,122464
273,122982
273,121692
273,110659
273,113571
273,112562
273,120719
274,120000
274,124365
274,113290
275,114080
276,110129
276,114534
276,122543
276,122409
276,121606
276,123380
276,110357
277,112926
277,111480
277,119975
277,120242
277,121558
277,206928
278,123961
278,121830
278,123219
278,112436
278,110299
279,111597
279,122731
279,121326
279,111626
280,123229
280,122841
280,111521
281,110288
281,120271
281,111461
281,114513
281,120228
282,121528
282,121940
282,114580
283,111492
283,109136
283,112088
283,111751
283,122527
283,121262
283,112184
284,119882
284,121337
284,113264
284,122721
284,124395
284,123981
285,123935
285,120187
285,119975
285,120382
285,124186
285,121751
286,121907
286,123311
286,120431
286,124535
286,120115
286,122673
287,206934
287,123963
288,122646
288,206957
288,110017
288,112653
289,123720
289,121636
289,123004
289,112558
290,206962
290,122001
290,112186
290,206967
291,114129
292,121588
292,112512
292,112496
292,123784
293,120254
293,114305
293,123000
294,122120
295,112729
295,113417
296,121965
297,112097
297,120787
298,112730
298,114742
299,121500
299,123330
299,111955
299,121592
300,113452
300,123379
300,113657
301,108836
302,108913
303,113796
303,124556
304,113144
304,114010
304,122595
305,121211
305,120717
305,114499
306,120478
307,121119
307,114369
307,112127
307,124278
307,111523
307,114081
307,121596
308,122728
308,124084
308,110448
308,123611
308,113862
308,109299
309,109272
309,112628
309,111594
309,124475
309,121861
310,110244
310,122262
310,108910
310,123086
310,111929
310,114751
311,124513
311,114688
311,113130
311,122573
311,124260
312,120876
312,122511
312,121933
312,113465
313,121439
314,110660
314,120576
314,112292
314,110102
315,113265
315,114442
315,121469
316,123161
316,113088
316,108917
317,113481
317,123536
317,112131
317,123363
318,112389
318,123414
318,110022
318,114244
319,122289
319,111462
319,122206
319,122403
320,123662
320,114681
320,121939
320,123986
320,120224
320,122569
321,112546
321,120318
322,112964
322,119870
323,122719
323,121036
323,122508
324,114331
324,122663
324,112248
324,124512
324,114697
324,110359
324,123910
325,112818
325,113091
326,121754
326,110535
327,114147
327,123592
327,120194
327,114033
327,113063
327,124212
327,122300
328,112898
329,112826
329,122253
329,120475
330,123055
330,112300
330,114227
330,122358
330,120790
330,122385
330,124465
331,123960
331,112640
331,124076
331,114086
331,120079
331,110230
331,121967
332,120498
332,123720
332,120431
332,206973
332,124372
332,111662
332,121212
333,122010
333,112737
333,120100
334,113973
334,123433
